,Amenaza,Repeticiones,%_Aparicion_dataset
525,salmonella enterica ser. rubislaw,11,0.00017881526757266403
526,bse tests not conform,11,0.00017881526757266403
527,salmonella enterica ser. typhimurium dt 193 - multiresistant,11,0.00017881526757266403
528,risk of mouth injury as a result of the consumption,11,0.00017881526757266403
529,unauthorised substance phenthoate,11,0.00017881526757266403
530,didecyldimethylammonium chloride (ddac),11,0.00017881526757266403
531,migration of bisphenol a,10,0.0001625593341569673
532,salmonella enterica ser. aberdeen,10,0.0001625593341569673
533,"too high content of colour e 102 - tartrazine,too high content of colour e 110 - sunset yellow fcf,too high content of colour e 129 - allura red ac,too high content of colour e 133 - brilliant blue fcf",10,0.0001625593341569673
534,salmonella enterica ser. isangi,10,0.0001625593341569673
535,too high count of faecal coliforms,10,0.0001625593341569673
536,nitrite unauthorised,10,0.0001625593341569673
537,salmonella enterica ser. brandenburg,10,0.0001625593341569673
538,presence of lactoprotein,10,0.0001625593341569673
539,presence of desiccative bag,10,0.0001625593341569673
540,"sulphite unauthorised,sulphite undeclared",10,0.0001625593341569673
541,migration of cobalt,10,0.0001625593341569673
542,fluazifop-p,10,0.0001625593341569673
543,"arsenic,mercury",10,0.0001625593341569673
544,traces of hazelnut,10,0.0001625593341569673
545,"poor temperature control,spoilage",10,0.0001625593341569673
546,unauthorised substance melatonin,10,0.0001625593341569673
547,allergic reaction,10,0.0001625593341569673
548,vibrio,10,0.0001625593341569673
549,too high content of fluorine,10,0.0001625593341569673
550,"migration of chromium,migration of manganese,migration of nickel,too high level of overall migration",10,0.0001625593341569673
551,residue level above mrl for copper,10,0.0001625593341569673
552,salmonella enterica ser. java,9,0.00014630340074127057
553,salmonella enterica ser. brunei,9,0.00014630340074127057
554,unauthorised novel food ingredient siraitia grosvenorii,9,0.00014630340074127057
555,chlorothalonil,9,0.00014630340074127057
556,unauthorised substance fenthion,9,0.00014630340074127057
557,unauthorised substance pentachlorophenol,9,0.00014630340074127057
558,nicarbazin unauthorised,9,0.00014630340074127057
559,unauthorised use of colour e 143 - fast green fcf / fd&c green,9,0.00014630340074127057
560,migration of bis(2-ethylhexyl) terephthalate (dotp),9,0.00014630340074127057
561,salmonella enterica ser. poona,9,0.00014630340074127057
562,animals which have not undergone sufficient withdrawal period for veterinary medicine,9,0.00014630340074127057
563,salmonella enterica ser. javiana,9,0.00014630340074127057
564,"thiamethoxam,unauthorised substance tricyclazole",9,0.00014630340074127057
565,thiophanate-methyl,9,0.00014630340074127057
566,unauthorised colour red yeast rice (monascus purpureus),9,0.00014630340074127057
567,salmonella enterica ser. cerro,9,0.00014630340074127057
568,traces of mustard,9,0.00014630340074127057
569,campylobacter coli,9,0.00014630340074127057
570,unauthorised food additive formic acid,9,0.00014630340074127057
571,rubber pieces,9,0.00014630340074127057
572,sulfamethazine unauthorised,9,0.00014630340074127057
573,aminoglycosides unauthorised,9,0.00014630340074127057
574,dioxin-like polychlorobifenyls,9,0.00014630340074127057
575,presence of poisonous mushrooms,9,0.00014630340074127057
576,folpet,9,0.00014630340074127057
577,suspicion of attempt to illegally import,9,0.00014630340074127057
578,"absence of health certificate(s),attempt to illegally import",9,0.00014630340074127057
579,presence of antibiotics,9,0.00014630340074127057
580,migration of deha - di(2-ethylhexyl)adipate,9,0.00014630340074127057
581,unauthorised animal ingredient,9,0.00014630340074127057
582,imidacloprid,9,0.00014630340074127057
583,"dead insects,live insects",9,0.00014630340074127057
584,"acetamiprid,imidacloprid",9,0.00014630340074127057
585,crustaceans undeclared,9,0.00014630340074127057
586,unauthorised substance dicrotophos,9,0.00014630340074127057
587,presence of thorn-apple (datura stramonium l) seeds,9,0.00014630340074127057
588,methanol,9,0.00014630340074127057
589,"e 406 - agar unauthorised,suffocation risk as a result of the consumption",9,0.00014630340074127057
590,unauthorised feed additive organic selenium,9,0.00014630340074127057
591,high bacterial count,8,0.00013004746732557382
592,bromopropylate,8,0.00013004746732557382
593,salmonella enterica ser. bongori,8,0.00013004746732557382
594,trichinella,8,0.00013004746732557382
595,unauthorised novel food ingredient coriolus versicolor,8,0.00013004746732557382
596,prohibited substance gamma - hch,8,0.00013004746732557382
597,"egg undeclared,gluten undeclared",8,0.00013004746732557382
598,indoxacarb,8,0.00013004746732557382
599,unauthorised substance magnesium creatine chelate,8,0.00013004746732557382
600,bacillus subtilis,8,0.00013004746732557382
601,not suitable to contain food,8,0.00013004746732557382
602,semicarbazide (sem),8,0.00013004746732557382
603,too high content of salinomycin,8,0.00013004746732557382
604,salmonella enterica ser. münchen,8,0.00013004746732557382
605,sulfadiazine unauthorised,8,0.00013004746732557382
606,too high content of colour e 122 - azorubine,8,0.00013004746732557382
607,thermotolerant campylobacter,8,0.00013004746732557382
608,risk of internal injuries as a result of the consumption,8,0.00013004746732557382
609,sulfamethoxazole unauthorised,8,0.00013004746732557382
610,"absence of health certificate(s),unauthorised operator",8,0.00013004746732557382
611,"deoxynivalenol (don),zearalenone",8,0.00013004746732557382
612,sweetener e 954 - saccharin unauthorised,8,0.00013004746732557382
613,"1,4-dichlorobenzene",8,0.00013004746732557382
614,suspicion of illegal trade,8,0.00013004746732557382
615,vibrio vulnificus,8,0.00013004746732557382
616,"e 425 - konjac unauthorised,suffocation risk as a result of the consumption",8,0.00013004746732557382
617,salmonella enterica ser. reading,8,0.00013004746732557382
618,too high content of boron,8,0.00013004746732557382
619,too high content of selenium,8,0.00013004746732557382
620,ethyl carbamate,8,0.00013004746732557382
621,too high content of hydroxymethylfurfural (hmf),8,0.00013004746732557382
622,risk of physical injury due to explosion of overpressurised,8,0.00013004746732557382
623,unauthorised substance chlorfluazuron,8,0.00013004746732557382
624,unauthorised novel food ingredient noni,8,0.00013004746732557382
625,"high count of moulds,high count of yeasts",8,0.00013004746732557382
626,adverse reaction,8,0.00013004746732557382
627,tetracycline unauthorised,8,0.00013004746732557382
628,dead mites,8,0.00013004746732557382
629,salmonella enterica ser. london,8,0.00013004746732557382
630,"poor temperature control - rupture of the cold chain -,spoilage",8,0.00013004746732557382
631,suspicion of fraud,8,0.00013004746732557382
632,improper import declaration,8,0.00013004746732557382
633,metal strips,8,0.00013004746732557382
634,"2,4-dinitrophenol (dnp),offered online for sale",8,0.00013004746732557382
635,too high content of sweetener e 954 - saccharin,8,0.00013004746732557382
636,unauthorised substance vanadyl sulphate,8,0.00013004746732557382
637,high count of yeasts,7,0.0001137915339098771
638,outer coating coming off,7,0.0001137915339098771
639,unauthorised substance prothiofos,7,0.0001137915339098771
640,"improper certified analytical report,improper health certificate(s)",7,0.0001137915339098771
641,use-by date exceeded,7,0.0001137915339098771
642,unauthorised novel food ingredient nicotine,7,0.0001137915339098771
643,oxydemeton-methyl,7,0.0001137915339098771
644,migration of iron,7,0.0001137915339098771
645,rat droppings,7,0.0001137915339098771
646,unauthorised substance vanadium,7,0.0001137915339098771
647,"listeria monocytogenes,foodborne outbreak",7,0.0001137915339098771
648,"salmonella enterica ser. agona,salmonella enterica ser. senftenberg",7,0.0001137915339098771
649,absence of common entry document (ced),7,0.0001137915339098771
650,"unauthorised substance 1,3-dimethylbutylamine (nor-dmaa)",7,0.0001137915339098771
651,processed animal protein,7,0.0001137915339098771
652,unknown toxin,7,0.0001137915339098771
653,"abnormal smell,infested with moulds",7,0.0001137915339098771
654,suspicion of shigatoxin-producing escherichia coli,7,0.0001137915339098771
655,"e 385 - calcium disodium ethylene diamine tetra acetate (cdedta) unauthorised,unauthorised food additive brominated vegetable oil (bvo)",7,0.0001137915339098771
656,material abrading,7,0.0001137915339098771
657,erythromycin unauthorised,7,0.0001137915339098771
658,poison - extortion,7,0.0001137915339098771
659,walnut undeclared,7,0.0001137915339098771
660,silver unauthorised,7,0.0001137915339098771
661,e 251 - sodium nitrate unauthorised,7,0.0001137915339098771
662,paralytic shellfish poisoning (psp) toxins - saxitoxin,7,0.0001137915339098771
663,migration of didp - diisodecyl phthalate,7,0.0001137915339098771
664,salmonella enterica ser. coeln,7,0.0001137915339098771
665,infested with flour mites,7,0.0001137915339098771
666,"migration of nickel,too high level of overall migration",7,0.0001137915339098771
667,high count of moulds,7,0.0001137915339098771
668,high level of alkalinity,7,0.0001137915339098771
669,enrofloxacin unauthorised,7,0.0001137915339098771
670,salmonella enterica ser. typhimurium u302 multiresistant,7,0.0001137915339098771
671,too high content of zinc,7,0.0001137915339098771
672,"thiophanate-methyl,unauthorised substance carbendazim",7,0.0001137915339098771
673,salmonella enterica ser. braenderup,7,0.0001137915339098771
674,"e 200 - sorbic acid unauthorised,e 210 - benzoic acid unauthorised",7,0.0001137915339098771
675,residue level above mrl for tetracycline,7,0.0001137915339098771
676,unknown hazard,7,0.0001137915339098771
677,salmonella enterica ser. arizonae,7,0.0001137915339098771
678,e 451(i) - pentapotassium triphosphate unauthorised,7,0.0001137915339098771
679,residue level above mrl for albendazole,7,0.0001137915339098771
680,unauthorised substance crystal violet,7,0.0001137915339098771
681,salmonella enterica ser. liverpool,7,0.0001137915339098771
682,high content of vitamin a,7,0.0001137915339098771
683,"infested with moulds,unsuitable organoleptic characteristics",7,0.0001137915339098771
684,too high content of nitrite,7,0.0001137915339098771
685,ergot (claviceps purpurea) alkaloids,7,0.0001137915339098771
686,high content of morphine alkaloids,7,0.0001137915339098771
687,unauthorised substance vinpocetine,7,0.0001137915339098771
688,unauthorised substance n-didesmethyl sibutramine,7,0.0001137915339098771
689,"unauthorised substance sildenafil,unauthorised substance sildenafil thiono analogue",7,0.0001137915339098771
690,chlortetracycline unauthorised,7,0.0001137915339098771
691,risk of chemical contamination,7,0.0001137915339098771
692,rusty cans,7,0.0001137915339098771
693,unauthorised substance hexaconazole,6,9.753560049418038e-05
694,"bacillus cereus,salmonella",6,9.753560049418038e-05
695,salmonella serotype b,6,9.753560049418038e-05
696,animals which have not undergone sufficient withdrawal periods for veterinary medicines,6,9.753560049418038e-05
697,suspicion of carbon monoxide treatment,6,9.753560049418038e-05
698,prohibited substance hexachlorobenzene,6,9.753560049418038e-05
699,too high content of colour e 104 - quinoline yellow,6,9.753560049418038e-05
700,"aflatoxins,fumonisins",6,9.753560049418038e-05
701,"dimethoate,methomyl",6,9.753560049418038e-05
702,"infested with insects,infested with larvae of insects",6,9.753560049418038e-05
703,unauthorised substance matrine,6,9.753560049418038e-05
704,"unauthorised novel food ingredient 3,3'-diindolylmethane (dim)",6,9.753560049418038e-05
705,"carbon monoxide treatment,histamine",6,9.753560049418038e-05
706,petroleum hydrocarbons,6,9.753560049418038e-05
707,"unauthorised colour sudan 1,unauthorised colour sudan 3,unauthorised colour sudan 4",6,9.753560049418038e-05
708,"prohibited substance nitrofuran (metabolite) furaltadone (amoz),prohibited substance nitrofuran (metabolite) nitrofurazone (sem)",6,9.753560049418038e-05
709,salmonella enterica ser. szentes,6,9.753560049418038e-05
710,"formetanate,pyridaben",6,9.753560049418038e-05
711,"unauthorised use of colour e 110 - sunset yellow fcf,unauthorised use of colour e 124 - ponceau 4r / cochineal red a",6,9.753560049418038e-05
712,"milk ingredient undeclared,mustard undeclared",6,9.753560049418038e-05
713,metalaxyl,6,9.753560049418038e-05
714,high content of copper,6,9.753560049418038e-05
715,"methomyl,unauthorised substance thiodicarb",6,9.753560049418038e-05
716,unauthorised substance ofloxacin,6,9.753560049418038e-05
717,diclofenac unauthorised,6,9.753560049418038e-05
718,doxycycline unauthorised,6,9.753560049418038e-05
719,suspicion of listeria monocytogenes,6,9.753560049418038e-05
720,"too high count of escherichia coli,too high count of mesophiles",6,9.753560049418038e-05
721,mammalian protein,6,9.753560049418038e-05
722,migration of semicarbazide (sem),6,9.753560049418038e-05
723,unauthorised novel food ingredient rauwolfia canescens,6,9.753560049418038e-05
